backend,variant,key,bytes,vary_x1,vary_x2,metric,y1,y2,elasticity
tb_cpu,baseline,prlimit64,1000000,100,5000,usec_per_iter,0.03,0.0,nan
tb_cpu,baseline,prlimit64,1000000,5000,10000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,prlimit64,1000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,baseline,prlimit64,1000000,50000,100000,usec_per_iter,6e-05,4e-05,-0.5849625007211552
tb_cpu,baseline,read,1000000,100,5000,usec_per_iter,0.17,0.004,-0.9584565506715396
tb_cpu,baseline,read,1000000,5000,10000,usec_per_iter,0.004,0.0,nan
tb_cpu,baseline,read,1000000,10000,50000,usec_per_iter,0.0,0.00038,nan
tb_cpu,baseline,read,1000000,50000,100000,usec_per_iter,0.00038,0.0,nan
tb_cpu,baseline,rseq,1000000,100,5000,usec_per_iter,0.04,0.0006,-1.0735379296217347
tb_cpu,baseline,rseq,1000000,5000,10000,usec_per_iter,0.0006,0.0,nan
tb_cpu,baseline,rseq,1000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,baseline,rseq,1000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,baseline,set_robust_list,1000000,100,5000,usec_per_iter,0.03,0.0008,-0.9264620703782654
tb_cpu,baseline,set_robust_list,1000000,5000,10000,usec_per_iter,0.0008,0.0,nan
tb_cpu,baseline,set_robust_list,1000000,10000,50000,usec_per_iter,0.0,8e-05,nan
tb_cpu,baseline,set_robust_list,1000000,50000,100000,usec_per_iter,8e-05,0.0,nan
tb_cpu,baseline,set_tid_address,1000000,100,5000,usec_per_iter,0.04,0.0006,-1.0735379296217347
tb_cpu,baseline,set_tid_address,1000000,5000,10000,usec_per_iter,0.0006,0.0,nan
tb_cpu,baseline,set_tid_address,1000000,10000,50000,usec_per_iter,0.0,6e-05,nan
tb_cpu,baseline,set_tid_address,1000000,50000,100000,usec_per_iter,6e-05,0.0,nan
tb_cpu,baseline,access,5000000,100,5000,usec_per_iter,0.0,0.0012,nan
tb_cpu,baseline,access,5000000,5000,10000,usec_per_iter,0.0012,0.0,nan
tb_cpu,baseline,access,5000000,10000,50000,usec_per_iter,0.0,0.0,nan
tb_cpu,baseline,access,5000000,50000,100000,usec_per_iter,0.0,6e-05,nan
tb_cpu,baseline,arch_prctl,5000000,100,5000,usec_per_iter,0.03,0.0008,-0.9264620703782654
tb_cpu,baseline,arch_prctl,5000000,5000,10000,usec_per_iter,0.0008,0.0,nan
